task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
111	48/5a9791	213190	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S3)	COMPLETED	0	2025-12-09 00:07:14.020	13.6s	13.1s	199.0%	622.8 MB	11.7 GB	336.2 MB	761.6 KB
106	d6/4050bf	211246	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S3)	COMPLETED	0	2025-12-09 00:07:11.569	17s	16.4s	169.7%	1.3 GB	7.5 GB	586.3 MB	720.4 KB
109	60/c55c6d	211917	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S3)	COMPLETED	0	2025-12-09 00:07:12.667	16s	15.5s	186.8%	1 GB	11.7 GB	367.4 MB	1015.2 KB
110	8f/2b6bde	211804	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S3)	COMPLETED	0	2025-12-09 00:07:12.534	16.8s	16.4s	204.2%	1.1 GB	7.6 GB	381.2 MB	1.3 MB
112	58/409b29	213281	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (S3)	COMPLETED	0	2025-12-09 00:07:14.089	16s	15.5s	206.4%	1.1 GB	11.7 GB	396.2 MB	1.1 MB
114	25/0636ff	221175	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_BASERECALIBRATOR:GATK4_GATHERBQSRREPORTS (S3)	COMPLETED	0	2025-12-09 00:07:30.191	11s	10.6s	269.9%	504.8 MB	11.9 GB	106 MB	1.7 MB
130	cf/2d56e4	223939	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:55.125	14.8s	14.4s	183.2%	834.9 MB	11.8 GB	577.9 MB	920.9 KB
124	4a/fe7c60	223749	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:54.630	16.1s	15.1s	178.9%	947.2 MB	11.7 GB	449.1 MB	911.7 KB
127	00/436da2	223873	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:55.095	15.7s	15.1s	202.3%	960.2 MB	11.7 GB	502.1 MB	1.5 MB
117	0e/25e689	223850	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:55.073	16s	15.5s	192.6%	1.1 GB	11.9 GB	465.7 MB	1.2 MB
118	26/525dda	223963	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:55.134	17.2s	16.8s	202.8%	976.9 MB	10.8 GB	577.2 MB	2.2 MB
120	e4/a8a721	224048	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:55.115	17.3s	16.8s	188.8%	1.1 GB	10.9 GB	686 MB	1.2 MB
115	2d/a3a3cf	223885	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:07:55.105	17.5s	17.1s	190.3%	1.2 GB	7.6 GB	566.1 MB	1.5 MB
119	f8/c3a3bd	231296	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:09.886	14.2s	13.5s	200.8%	601 MB	11.8 GB	550.4 MB	952.3 KB
123	bc/13dfaa	232268	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:10.774	15.4s	14.8s	201.0%	1 GB	11.9 GB	712.1 MB	1 MB
128	74/035a03	232298	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:10.868	16s	15.6s	189.7%	1.4 GB	11.7 GB	1 GB	970.6 KB
116	4a/e7b5d6	233335	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:12.656	14.4s	14.1s	186.0%	932.8 MB	11.9 GB	481.6 MB	950.4 KB
125	ad/24994d	232432	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:11.037	16.9s	16.4s	195.0%	1.3 GB	10.9 GB	778.1 MB	1.2 MB
126	76/d2a2bf	232954	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:12.325	15.7s	15.2s	190.8%	1 GB	11.9 GB	735.5 MB	992 KB
122	41/13762f	233022	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:12.382	15.8s	15.2s	208.3%	979.3 MB	11.7 GB	645.9 MB	1.2 MB
129	6e/3c43c6	238620	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:24.079	16.1s	15.6s	198.4%	822.3 MB	11.8 GB	491.6 MB	1.4 MB
135	21/6a99e5	241509	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:28.005	13.2s	12.8s	195.8%	515.6 MB	11.9 GB	228 MB	843.1 KB
121	3f/f5218d	240368	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:26.267	15s	14.3s	220.9%	1.1 GB	11.9 GB	617.8 MB	1.1 MB
131	9c/3a10f2	241092	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:27.093	15s	14.6s	188.6%	1.3 GB	11.9 GB	578.8 MB	1 MB
133	cf/a8adf1	241696	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:28.152	14.1s	13.6s	196.6%	924.6 MB	11.9 GB	526.1 MB	948.8 KB
134	d7/a051c3	240845	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:26.924	15.8s	15.3s	198.7%	1 GB	11.7 GB	624.2 MB	1.2 MB
132	7a/495a0d	241456	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:GATK4_APPLYBQSR (S3)	COMPLETED	0	2025-12-09 00:08:27.952	16.3s	15.8s	204.6%	1.1 GB	7.9 GB	616.8 MB	1.8 MB
136	da/85e1cc	4132	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:MERGE_CRAM (S3)	COMPLETED	0	2025-12-09 00:08:45.783	27s	26s	111.2%	1023.1 MB	1.1 GB	7.6 GB	5.4 MB
137	dd/a28e7c	5171	NFCORE_SAREK:SAREK:FASTQ_PREPROCESS_GATK:BAM_APPLYBQSR:CRAM_MERGE_INDEX_SAMTOOLS:INDEX_CRAM (S3)	COMPLETED	0	2025-12-09 00:09:12.816	593ms	0ms	97.9%	2.5 MB	10.2 MB	5.6 MB	5.4 KB
139	bb/4342e8	5392	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (S3)	COMPLETED	0	2025-12-09 00:09:23.520	19.3s	19s	104.2%	256.2 MB	337 MB	5.9 GB	286.3 KB
140	5f/96b5e0	5453	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:MOSDEPTH (S3)	COMPLETED	0	2025-12-09 00:09:23.739	50.9s	50s	100.3%	2.9 GB	3 GB	3.4 GB	31.9 MB
165	01/bf12f9	75757	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:18:37.897	14.8s	13.7s	197.0%	498.7 MB	14 GB	407.7 MB	694.8 KB
158	12/af2c8b	75774	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:18:37.929	15.6s	14.6s	217.1%	758.7 MB	14.2 GB	340.9 MB	695.4 KB
162	4b/1d7502	77881	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:18:52.660	10.1s	9.6s	263.3%	875.6 MB	14.1 GB	360.9 MB	694.7 KB
163	75/e757ed	78054	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:18:53.549	10s	9.5s	285.5%	1010.5 MB	14.2 GB	375.3 MB	694.7 KB
150	06/0be8da	79952	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:02.721	8.7s	8.3s	268.3%	773.3 MB	14 GB	292.2 MB	694.6 KB
155	4c/b55745	80332	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:03.551	8.9s	8.4s	291.6%	654.5 MB	14.1 GB	286.6 MB	695.2 KB
148	1d/e8fe37	82055	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S3)	COMPLETED	0	2025-12-09 00:19:11.449	9.2s	8.7s	275.8%	895.7 MB	14.1 GB	336.4 MB	694.8 KB
